,0,1,2,3
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0
150,0.0,0.00237,0.00048249999999999996,0.0
151,0.00589,0.0419,0.0498332,0.085145
152,0.03037,0.10099,0.24931630000000002,0.2544495
153,0.12901,0.28357,0.35484899999999997,0.3968802
154,0.31565,0.52821,0.4774628,0.48273
155,0.17732,0.37029,0.3625352,0.5297415
156,0.29968,0.50568,0.34340109999999996,0.5191108000000001
157,0.28758,0.46066,0.30287060000000005,0.4477046
158,0.30248,0.41779,0.25899540000000004,0.3238597
159,0.25397,0.29759,0.11579089999999999,0.1645327
160,0.15573,0.13786,0.0289814,0.0141739
161,0.02222,0.00399,0.0006100999999999999,0.0
162,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0
174,0.0,0.00243,0.0003006,0.0
175,0.02729,0.1225,0.0547836,0.08505320000000001
176,0.09988,0.22409,0.1444549,0.2520109
177,0.08724,0.22381,0.322872,0.3921608
178,0.18011,0.37186,0.3558661,0.4878852
179,0.18042,0.37565,0.5196722,0.5330335
180,0.31069,0.5169,0.5548453,0.5283635000000001
181,0.35528,0.52587,0.4489074,0.4617296
182,0.30774,0.42324,0.3526993,0.3361627
183,0.17414,0.2329,0.2062346,0.1676471
184,0.08473,0.09017,0.0574956,0.0190892
185,0.01849,0.00357,0.000638,0.0
186,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0
198,0.0,0.00194,0.0,0.0
199,0.0074,0.04715,0.067077,0.0872581
200,0.0414,0.11549,0.173959,0.247514
201,0.09095,0.21571,0.2436446,0.3935757
202,0.2786,0.48918,0.2561705,0.4824013
203,0.25745,0.46983,0.32691000000000003,0.5404964999999999
204,0.4506,0.65542,0.28216699999999995,0.4817755
205,0.51867,0.66473,0.3700274,0.3925258
206,0.3284,0.44275,0.3167967,0.2751834
207,0.22235,0.27498,0.1769659,0.1394301
208,0.11234,0.11313,0.0650114,0.0123686
209,0.02335,0.00482,0.000365,0.0
210,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0
222,0.0,0.00167,0.0005386999999999999,0.0
223,0.01796,0.09144,0.0303754,0.041788
224,0.08775,0.21115,0.1906431,0.1947125
225,0.18404,0.35794,0.3765979,0.3771455
226,0.42038,0.61791,0.4283771,0.4580442
227,0.40305,0.60848,0.5573396,0.4300937
228,0.31687,0.51131,0.5572936999999999,0.41234879999999996
229,0.21012,0.3766,0.4975848,0.4472046
230,0.1944,0.31975,0.38953309999999997,0.3382762
231,0.13132,0.20148,0.2426386,0.1554373
232,0.10467,0.10584,0.08413290000000001,0.0157223
233,0.02534,0.00528,0.001719,0.0
234,0.0,0.0,0.0001487,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0
246,0.0,0.00171,0.0002812,0.0
247,0.002,0.01049,0.06676399999999999,0.0147057
248,0.03892,0.08691,0.22961009999999998,0.0187327
249,0.08138,0.15199,0.3741219,0.023772500000000002
250,0.07651,0.13073,0.4964148,0.0360817
251,0.10016,0.16466,0.5657744,0.061427100000000005
252,0.1005,0.15865,0.5631884,0.0640262
253,0.03369,0.04871,0.5004495999999999,0.0581206
254,0.03242,0.04565,0.3856676,0.051185299999999996
255,0.03399,0.04583,0.1873967,0.026654499999999998
256,0.0178,0.01978,0.058725,0.0039538
257,0.02189,0.005,0.0,0.0
258,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0
270,0.0,0.0025,0.0001459,0.0003434
271,0.0059,0.02902,0.0293146,0.029647
272,0.03197,0.06395,0.2291075,0.075792
273,0.0942,0.15661,0.4124359,0.23515190000000002
274,0.10764,0.1653,0.3732797,0.40956549999999997
275,0.07498,0.10836,0.3616401,0.5085948
276,0.04998,0.0691,0.5429551,0.5230492
277,0.0807,0.10713,0.4065039,0.4834354
278,0.03388,0.04279,0.3454168,0.24911709999999998
279,0.02497,0.02939,0.32974329999999996,0.0852402
280,0.00838,0.00942,0.111402,0.0147873
281,0.0214,0.00504,0.000877,0.0
282,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0
294,0.0,0.00216,0.0002856,0.0
295,0.01679,0.08939,0.06851789999999999,0.0891808
296,0.05267,0.13051,0.2499136,0.2513084
297,0.07063,0.16433,0.4125722,0.3956848
298,0.10748,0.23683,0.5345422,0.527509
299,0.24951,0.44801,0.6011151,0.5498278
300,0.24755,0.4335,0.6013815,0.5977515
301,0.26178,0.42271,0.5398963999999999,0.2119023
302,0.1642,0.2629,0.4216106,0.16021090000000002
303,0.0904,0.13561,0.2586838,0.08004019999999999
304,0.01578,0.02376,0.08132349999999999,0.020545400000000002
305,0.01633,0.00366,0.0013756999999999999,0.0
306,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0001395,0.0
313,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0
318,0.0,0.00167,0.0003056,0.0
319,0.00465,0.02899,0.0679115,0.09245010000000001
320,0.06439,0.15134,0.24672049999999998,0.2735421
321,0.0716,0.15134,0.4091908,0.4314362
322,0.02253,0.06025,0.5342059,0.5382637
323,0.01304,0.04913,0.6022649,0.5816853999999999
324,0.07572,0.15461,0.6063656999999999,0.5724149
325,0.1045,0.18734,0.5450114,0.5001307
326,0.08201,0.1373,0.4288855,0.373577
327,0.0327,0.05428,0.2676767,0.2018975
328,0.02667,0.03457,0.0858691,0.033244
329,0.02014,0.00479,0.001441,0.0
330,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0
342,0.0,0.00144,0.0002761,0.0
343,0.02811,0.12343,0.06991670000000001,0.0959906
344,0.18322,0.3339,0.2541232,0.276666
345,0.23693,0.42177,0.4187484,0.4362797
346,0.23317,0.43931,0.5409339999999999,0.5408097000000001
347,0.3505,0.573,0.6015047,0.5875937999999999
348,0.20984,0.40424,0.6057089,0.5801226
349,0.29923,0.47756,0.548034,0.5108293
350,0.23941,0.36855,0.4292697,0.3830561
351,0.0668,0.13039,0.2700666,0.2073409
352,0.10697,0.11204,0.0882384,0.033945300000000005
353,0.02619,0.00707,0.0016004,0.0
354,0.0,0.0,9.55e-05,0.0
355,0.0,0.0,0.0001415,0.0
356,0.0,0.0,0.000176,0.0
357,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0001409,0.0
360,0.0,0.0,0.00010570000000000001,0.0
361,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0
366,0.0,0.00302,0.0002545,0.0026067
367,0.00831,0.04592,0.07053050000000001,0.1048304
368,0.04792,0.11063,0.255668,0.2389898
369,0.03977,0.07653,0.3269123,0.4161806
370,0.02895,0.04903,0.2329854,0.5285122
371,0.0782,0.1314,0.4489173,0.5043897
372,0.08509,0.13736,0.5532745,0.4983358
373,0.00444,0.00928,0.5306913,0.4951336
374,0.00123,0.00247,0.4373818,0.3745291
375,0.00913,0.01704,0.2776688,0.1686983
376,0.01821,0.02145,0.0916116,0.0312637
377,0.02378,0.0063,0.0016177,0.0
378,0.0,0.0,9.120000000000001e-05,0.0
379,0.0,0.0,0.000125,0.0
380,0.0,0.0,0.0001998,0.0
381,0.0,0.0,0.0,0.0
382,0.0,0.0,4.31e-05,0.0
383,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0
390,0.0,0.00124,0.00025879999999999995,0.0
391,0.02329,0.10579,0.0717714,0.0926222
392,0.15722,0.29567,0.2558748,0.2785282
393,0.34356,0.50839,0.4193979,0.3934259
394,0.43379,0.60408,0.5440553,0.46774099999999996
395,0.56327,0.71933,0.612236,0.5855940000000001
396,0.4858,0.63388,0.6182765,0.6142124
397,0.36038,0.4959,0.5543051,0.5304673
398,0.53365,0.58581,0.4291122,0.250753
399,0.3292,0.35691,0.27264069999999996,0.1334279
400,0.21538,0.18076,0.0933416,0.0253385
401,0.0327,0.00919,0.0003281,0.0
402,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0
404,0.0,0.0,4.8899999999999996e-05,0.0
405,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,0.0
409,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0
414,0.0,0.00132,0.0009157999999999999,0.0004047
415,0.01298,0.07214,0.07001779999999999,0.0723689
416,0.15818,0.30428,0.2559518,0.21022739999999998
417,0.33888,0.52513,0.42130290000000004,0.345875
418,0.45059,0.65576,0.5425057000000001,0.4291014
419,0.49977,0.71152,0.5924683,0.5077623
420,0.55521,0.73919,0.6111295,0.4417468
421,0.44187,0.60903,0.532731,0.33645400000000003
422,0.26448,0.39513,0.3478485,0.2368198
423,0.13467,0.20566,0.2205757,0.1311755
424,0.15932,0.15085,0.1212789,0.024814199999999998
425,0.04645,0.01354,0.0023237,0.0
426,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0001099,0.0
428,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0
432,0.0,0.0,0.0,0.0
433,0.0,0.0,0.0001143,0.0
434,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0
438,0.0,0.00236,2.02e-05,0.0016519999999999998
439,0.02358,0.10642,0.0559547,0.0523756
440,0.18921,0.33586,0.09627419999999999,0.1235909
441,0.32695,0.49446,0.1917975,0.1719079
442,0.3577,0.53508,0.3200395,0.2505275
443,0.50694,0.67398,0.7262400999999999,0.5518099999999999
444,0.64746,0.77476,0.6236372,0.5637854
445,0.43858,0.56777,0.5646082,0.4934776
446,0.43861,0.51796,0.43473480000000003,0.3675732
447,0.30888,0.3454,0.2261249,0.2034819
448,0.10412,0.11439,0.0679669,0.0381551
449,0.02099,0.00727,0.0027298,0.0
450,0.0,0.0,0.0002199,0.0
451,0.0,0.0,0.0,0.0
452,0.0,0.0,0.0,0.0
453,0.0,0.0,0.0,0.0
454,0.0,0.0,0.0,0.0
455,0.0,0.0,0.0,0.0
456,0.0,0.0,0.0,0.0
457,0.0,0.0,0.0,0.0
458,0.0,0.0,0.0,0.0
459,0.0,0.0,0.0,0.0
460,0.0,0.0,0.0,0.0
461,0.0,0.0,0.0,0.0
462,0.0,0.00295,0.0003984,0.000939
463,0.04001,0.15308,0.06501739999999999,0.0592937
464,0.16057,0.30583,0.20988220000000002,0.1715459
465,0.31888,0.49758,0.4202529,0.24886699999999998
466,0.49758,0.68108,0.5171011999999999,0.3161963
467,0.46861,0.65984,0.6050032,0.3839584
468,0.48547,0.66023,0.6154294,0.293657
469,0.59035,0.70714,0.556925,0.19992259999999998
470,0.28519,0.40579,0.44404160000000004,0.1378247
471,0.29013,0.3376,0.2783047,0.0785579
472,0.19101,0.17017,0.10076510000000001,0.0177676
473,0.01479,0.00595,0.0014595,0.0
474,0.0,0.0,0.0,0.0
475,0.0,0.0,0.0,0.0
476,0.0,0.0,0.0,0.0
477,0.0,0.0,0.0,0.0
478,0.0,0.0,0.0,0.0
479,0.0,0.0,0.0,0.0
480,0.0,0.0,0.0,0.0
481,0.0,0.0,0.0,0.0
482,0.0,0.0,0.0,0.0
483,0.0,0.0,0.0,0.0
484,0.0,0.0,0.0001028,0.0
485,0.0,0.0,0.0,0.0
486,0.0,0.00207,0.0,0.0
487,0.01154,0.06278,0.0445958,0.09878289999999999
488,0.12288,0.26449,0.2450163,0.2850378
489,0.08664,0.18611,0.3521172,0.44700439999999997
490,0.07443,0.17088,0.2570347,0.553907
491,0.12458,0.25765,0.23371950000000002,0.6098361999999999
492,0.20448,0.36858,0.2775231,0.601715
493,0.2052,0.3465,0.2559531,0.5344564
494,0.20632,0.31455,0.1887788,0.4081114
495,0.05985,0.09517,0.1399741,0.2324354
496,0.0312,0.04234,0.052567100000000005,0.0506149
497,0.03227,0.01044,0.0022042999999999997,0.0
498,0.0,0.0,0.0002522,0.0
499,0.0,0.0,0.0002616,0.0
500,0.0,0.0,0.0002235,0.0
501,0.0,0.0,0.0,0.0
502,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0
505,0.0,0.0,0.0,0.0
506,0.0,0.0,0.0,0.0
507,0.0,0.0,0.0,0.0
508,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0
510,0.0,0.00163,0.0007383,0.0
511,0.02049,0.09702,0.0527928,0.10923569999999999
512,0.09395,0.2216,0.23971969999999998,0.3062528
513,0.0984,0.25045,0.3986282,0.4614203
514,0.26417,0.47064,0.5219299,0.5641622
515,0.40602,0.62116,0.5955266,0.6287849999999999
516,0.21561,0.40911,0.5986606000000001,0.597939
517,0.36792,0.54141,0.5493745,0.4764021
518,0.32691,0.45196,0.4570883,0.4028086
519,0.2034,0.27462,0.30500130000000003,0.2042014
520,0.12596,0.13206,0.10757720000000001,0.06649859999999999
521,0.03364,0.01143,0.0023798,0.0
522,0.0,0.0,0.0,0.0
523,0.0,0.0,0.0,0.0
524,0.0,0.0,0.0,0.0
525,0.0,0.0,0.0,0.0
526,0.0,0.0,0.0,0.0
527,0.0,0.0,0.0,0.0
528,0.0,0.0,0.0,0.0
529,0.0,0.0,3.52e-05,0.0
530,0.0,0.0,0.0,0.0
531,0.0,0.0,0.0,0.0
532,0.0,0.0,0.0,0.0
533,0.0,0.0,0.0,0.0
534,0.0,0.00235,0.0,3.71e-05
535,0.00345,0.01671,0.0467121,0.09806699999999999
536,0.02029,0.04305,0.17568530000000002,0.292377
537,0.05771,0.10258,0.3582307,0.4592116
538,0.14074,0.23197,0.4959609,0.455733
539,0.14897,0.23049,0.5527305,0.6129976
540,0.16589,0.24705,0.5851261,0.6022731
541,0.0875,0.12683,0.4631802,0.5335977000000001
542,0.07766,0.10792,0.3683018,0.4101281
543,0.07768,0.10101,0.2554031,0.23270349999999998
544,0.03011,0.03318,0.049340800000000004,0.0515509
545,0.02966,0.0096,0.0016172,0.0
546,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0.0
548,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0
557,0.0,0.0,0.0,0.0
558,0.0,0.00259,0.0,0.00012790000000000002
559,0.00633,0.0268,0.025200900000000002,0.1074495
560,0.04569,0.08518,0.1006796,0.295431
561,0.11003,0.17319,0.1929477,0.459532
562,0.12707,0.1832,0.2397036,0.5668106
563,0.1593,0.21992,0.2473681,0.6168372000000001
564,0.12408,0.16234,0.243449,0.6054552
565,0.09468,0.12293,0.2796197,0.5431679
566,0.08682,0.11005,0.2116797,0.4172047
567,0.06303,0.07338,0.15457970000000001,0.24262219999999998
568,0.02255,0.02206,0.0426896,0.0577588
569,0.0437,0.0157,0.0016217999999999998,0.0
570,0.0,0.0,0.0,0.0
571,0.0,0.0,0.0,0.0
572,0.0,0.0,0.0,0.0
573,0.0,0.0,0.0,0.0
574,0.0,0.0,0.00029759999999999997,0.0
575,0.0,0.0,0.0,0.0
576,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0
578,0.0,0.0,0.0,0.0
579,0.0,0.0,0.00012939999999999997,0.0
580,0.0,0.0,0.0,0.0
581,0.0,0.0,0.0,0.0
582,0.0,0.00295,0.00044929999999999997,6.0100000000000004e-05
583,0.02057,0.09971,0.0285953,0.1087089
584,0.07975,0.18166,0.1307947,0.29224310000000003
585,0.11953,0.24563,0.3595562,0.45126330000000003
586,0.13925,0.28461,0.5284472,0.5587274
587,0.16356,0.32486,0.5472203,0.6108288
588,0.26909,0.46215,0.5914773,0.6009094
589,0.11389,0.223,0.5424586,0.5354173
590,0.02149,0.05707,0.3328866,0.40638979999999997
591,0.03058,0.05594,0.1867279,0.2320503
592,0.09565,0.11251,0.0581369,0.0529122
593,0.03386,0.01159,0.0041119,0.0
594,0.0,0.0,0.0,0.0
595,0.0,0.0,0.0,0.0
596,0.0,0.0,0.0,0.0
597,0.0,0.0,0.0,0.0
598,0.0,0.0,0.0,0.0
599,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0
601,0.0,0.0,0.0,0.0
602,0.0,0.0,0.0,0.0
603,0.0,0.0,0.0,0.0
604,0.0,0.0,0.0,0.0
605,0.0,0.0,0.0,0.0
606,0.0,0.00303,0.0022242,0.0
607,0.02407,0.106,0.0407557,0.0721959
608,0.10587,0.23793,0.152012,0.25176560000000003
609,0.20459,0.39007,0.3748257,0.3579433
610,0.44583,0.65864,0.3181426,0.4946749
611,0.51053,0.72603,0.5238132000000001,0.4366733
612,0.63914,0.80749,0.3742053,0.5745796000000001
613,0.53424,0.68997,0.20868969999999998,0.34550400000000003
614,0.52374,0.60856,0.1911482,0.19230830000000002
615,0.21696,0.28945,0.0940688,0.0801229
616,0.16727,0.16461,0.030942,0.0079847
617,0.03863,0.0144,0.0023260999999999998,0.0
618,0.0,0.0,5.4600000000000006e-05,0.0
619,0.0,0.0,0.0,0.0
620,0.0,0.0,0.0,0.0
621,0.0,0.0,0.0,0.0
622,0.0,0.0,0.0,0.0
623,0.0,0.0,0.0,0.0
624,0.0,0.0,0.0,8.740000000000001e-05
625,0.0,0.0,0.0,0.0
626,0.0,0.0,0.0,0.0
627,0.0,0.0,0.0,0.0
628,0.0,0.0,0.0,0.0
629,0.0,0.0,0.0,0.0
630,0.0,0.00344,0.0005889,0.0006001
631,0.00498,0.02188,0.068575,0.028546199999999997
632,0.03446,0.06728,0.24409309999999998,0.1074205
633,0.06429,0.10754,0.4019629,0.24193119999999999
634,0.04658,0.07037,0.4990027,0.3328645
635,0.056,0.08084,0.5534195,0.2717139
636,0.08975,0.12369,0.5999974,0.38842329999999997
637,0.06288,0.08555,0.5696934,0.21786609999999998
638,0.02708,0.03577,0.435421,0.4326452
639,0.0633,0.07701,0.2032055,0.23139269999999998
640,0.05654,0.05979,0.0956882,0.058055300000000004
641,0.04971,0.0191,0.0056522,0.0
642,0.0,0.0,0.0,0.0
643,0.0,0.0,0.0,0.0
644,0.0,0.0,0.0,0.0
645,0.0,0.0,0.0,0.0
646,0.0,0.0,0.0,0.0
647,0.0,0.0,0.0,0.0
