,0
10112,8992099
10113,8951898
10114,8913363
10115,9096210
10116,9046518
10117,8800623
10118,8522133
10119,8342613
10120,8320383
10121,8328291
10122,8198547
10123,8110821
10124,7991747
10125,7974204
10126,8014240
10127,7950476
10128,7913358
10129,7921714
10130,7926494
10131,8021879
10132,8085292
10133,8187208
10134,8366745
10135,8496218
10136,8638481
10137,8805264
10138,9022491
10139,9235791
10140,9322795
10141,9339824
10142,9473428
10143,9496359
10144,9517758
10145,9511108
10146,9490572
10147,9489092
10148,9406522
10149,9413067
10150,9384693
10151,9491838
10152,9534210
10153,9645594
10154,9529091
10155,9472924
10156,9408381
10157,9574780
10158,9803646
10159,9738087
10160,9672477
10161,9740440
10162,9587142
10163,9349318
10164,9164581
10165,8879549
10166,8770247
10167,8622024
10168,8467211
10169,8232126
10170,8147907
10171,8019163
10172,7949333
10173,7869394
10174,7875463
10175,7898706
10176,7759256
10177,7710514
10178,7748819
10179,7735832
10180,7744061
10181,7713235
10182,7874917
10183,7868821
10184,8026381
10185,8107885
10186,8141702
10187,8361005
10188,8766059
10189,8883177
10190,9021854
10191,8909644
10192,8951990
10193,9233756
10194,9256682
10195,9152819
10196,9273467
10197,9221447
10198,9302021
10199,9306756
10200,9304923
10201,9339124
10202,9315074
10203,9267399
10204,9141656
10205,9207575
10206,9122225
10207,9083080
10208,9021793
10209,8980469
10210,9004770
10211,9048714
10212,8949113
10213,8767582
10214,8728131
10215,8610296
10216,8600902
10217,8575868
10218,8603479
10219,8591062
10220,8512008
10221,8387220
10222,8344639
10223,8288406
10224,8214166
10225,8163282
10226,8057466
10227,8142881
10228,8259078
10229,8290700
10230,8444639
10231,8426794
10232,8410870
10233,8476577
10234,8619111
10235,8823404
10236,8831596
10237,8842827
10238,8934417
10239,8931004
10240,8983062
10241,8901323
10242,8883064
10243,9008794
10244,9059588
10245,9088173
10246,8960037
10247,9015789
10248,9313009
10249,9336309
10250,9230486
10251,9091160
10252,9301440
10253,9576649
10254,9546092
10255,9454943
10256,9530560
10257,9433332
10258,9323023
10259,9209380
10260,8773595
10261,8646733
10262,8398939
10263,8306893
10264,8098793
10265,8027678
10266,7965741
10267,7825733
10268,7823037
10269,7675261
10270,7628124
10271,7544781
10272,7521911
10273,7551627
10274,7536708
10275,7638223
10276,7650169
10277,7594498
10278,7507381
10279,7664130
10280,7610010
10281,7641638
10282,7611451
10283,7703319
10284,7767593
10285,7641243
10286,7589140
10287,7640663
10288,7693993
10289,7793195
10290,7878124
10291,7856139
10292,7906031
10293,8114418
10294,8092940
10295,8128439
10296,8117008
10297,8197499
10298,8120686
10299,8055502
10300,7899618
10301,7865996
10302,7817936
10303,7832685
10304,7689219
10305,7788130
10306,7747544
10307,7759310
10308,7555454
10309,7506394
10310,7408012
10311,7340696
10312,7274673
10313,7214227
10314,7104945
10315,6955247
10316,6904421
10317,6838300
10318,6888211
10319,6816256
10320,6781812
10321,6671361
10322,6657270
10323,6701450
10324,6815091
10325,6852441
10326,6916162
10327,7041123
10328,7146066
10329,7404194
10330,7490249
10331,7708155
10332,7663574
10333,7709751
10334,7865250
10335,8034555
10336,8085234
10337,8112015
10338,8165079
10339,8228419
10340,8155165
10341,8221738
10342,8417659
10343,8570871
10344,8664308
10345,8568363
10346,8482787
10347,8512515
10348,8619387
10349,8597492
10350,8605390
10351,8597160
10352,8486366
10353,8410188
10354,8260459
10355,7878524
10356,7744638
10357,7608599
10358,7541875
10359,7373494
10360,7232704
10361,7006558
10362,7044143
10363,6962298
10364,6965484
10365,6782947
10366,6796060
10367,6839571
10368,6822142
10369,6752902
10370,6779429
10371,6701638
10372,6657883
10373,6618271
10374,6708292
10375,6744355
10376,6796921
10377,6843172
10378,6972683
10379,6865137
10380,6925301
10381,6898340
10382,6833554
10383,6828796
10384,6935811
10385,6984861
10386,7039631
10387,7141111
10388,7303702
10389,7320621
10390,7456547
10391,7459422
10392,7400889
10393,7487971
10394,7483048
10395,7373045
10396,7367035
10397,7318763
10398,7268698
10399,7095182
10400,7211700
10401,7162657
10402,7116635
10403,7089124
10404,7093533
10405,7083888
10406,7054487
10407,7108813
10408,7035162
10409,6932539
10410,6968201
10411,6816231
10412,6752281
10413,6709196
10414,6657969
10415,6586312
10416,6533596
10417,6533811
10418,6528644
10419,6562862
10420,6615863
10421,6707345
10422,6784020
10423,6986601
10424,7082815
10425,7235655
10426,7278562
10427,7384926
10428,7495198
10429,7560213
10430,7830773
10431,7861434
10432,7970056
10433,7933961
10434,8008673
10435,8071788
10436,8148367
10437,8268089
10438,8504330
10439,8471817
10440,8393714
10441,8346340
10442,8418639
10443,8562564
10444,8516477
10445,8511027
10446,8622045
10447,8411006
10448,8266369
10449,8038255
10450,7640530
10451,7642197
10452,7501850
10453,7444538
10454,7333142
10455,7194142
10456,7081843
10457,6998326
10458,6954664
10459,6986998
10460,6928464
10461,6789282
10462,6804922
10463,6783113
10464,6723984
10465,6807160
10466,6775845
10467,6835325
10468,6733358
10469,6809085
10470,6997668
10471,7011529
10472,7003860
10473,7122671
10474,7029612
10475,6979112
10476,7072619
10477,7038570
10478,7002459
10479,6947031
10480,6879729
10481,6918094
10482,6998681
10483,7026158
10484,7075773
10485,6980596
10486,6993889
10487,6899643
10488,6891267
10489,6875776
10490,6891701
10491,6962855
10492,6901414
10493,6888783
10494,6854968
10495,6813814
10496,6926376
10497,6885942
10498,6787644
10499,6771760
10500,6654117
10501,6538785
10502,6587969
10503,6494196
10504,6554537
10505,6586981
10506,6617394
10507,6670379
10508,6783738
10509,6849922
10510,6918301
10511,6954122
10512,6964315
10513,7085823
10514,7143482
10515,7148680
10516,7213808
10517,7441749
10518,7716499
10519,7809138
10520,7917207
10521,8089690
10522,8246342
10523,8318052
10524,8395140
10525,8422091
10526,8398135
10527,8411420
10528,8409684
10529,8505261
10530,8507755
10531,8540199
10532,8668491
10533,8685564
10534,8691610
10535,8617833
10536,8563302
10537,8811278
10538,8907372
10539,8927762
10540,8802129
10541,8771333
10542,8659526
10543,8427404
10544,8209204
10545,7942804
10546,7810407
10547,7691706
10548,7572380
10549,7492152
10550,7360846
10551,7226539
10552,7155004
10553,7112057
10554,7144562
10555,7128195
10556,7128015
10557,7106857
10558,7026558
10559,7080399
10560,7170467
10561,7216757
10562,7200863
10563,7317190
10564,7476846
10565,7681190
10566,7866517
10567,8101328
10568,8521557
10569,8761948
10570,8903266
10571,9145763
10572,9329769
10573,9416976
10574,9521772
10575,9536279
10576,9668183
10577,9677804
10578,9744685
10579,9781453
10580,9834275
10581,9753156
10582,9720215
10583,9614135
10584,9520714
10585,9316571
10586,9243181
10587,9102773
10588,9001255
10589,8972345
10590,9017250
10591,8923620
10592,8708935
10593,8521293
10594,8418224
10595,8467803
10596,8503907
10597,8617874
10598,8658113
10599,8736296
10600,8850070
10601,8915650
10602,8935386
10603,8947276
10604,9016443
10605,9033798
10606,9082534
10607,9095297
10608,9207965
10609,9240647
10610,9233396
10611,9282024
10612,9275685
10613,9276407
10614,9381861
10615,9454374
10616,9380993
10617,9397226
10618,9439653
10619,9456065
10620,9504308
10621,9459876
10622,9462440
10623,9428455
10624,9445599
10625,9338792
10626,9426594
10627,9511732
10628,9674787
10629,9746836
10630,9628532
10631,9450121
10632,9576856
10633,9769201
10634,9744556
10635,9691328
10636,9574569
10637,9357956
10638,9103592
10639,8954063
10640,8710632
10641,8643729
10642,8529324
10643,8417525
10644,8290311
10645,8028477
10646,7987194
10647,7908396
10648,7822037
10649,7824935
10650,7777191
10651,7778078
10652,7739124
10653,7757724
10654,7710914
10655,7736882
10656,7741898
10657,7802891
10658,7949357
10659,8178303
10660,8218556
10661,8426431
10662,8618332
10663,8938562
10664,9229637
10665,9299053
10666,9316734
10667,9506111
10668,9751341
10669,9821473
10670,9800416
10671,9710005
10672,9772641
10673,9786883
10674,9784458
10675,9745897
10676,9688785
10677,9605717
10678,9579692
10679,9523291
10680,9360222
10681,9298140
10682,9198348
10683,9124092
10684,9067119
10685,9009851
10686,8927347
10687,8842751
10688,8707538
10689,8662778
10690,8674008
10691,8673916
10692,8641809
10693,8678067
10694,8660524
10695,8610145
10696,8727855
10697,8657533
10698,8727616
10699,8721393
10700,8784771
10701,8769777
10702,8804029
10703,8884260
10704,9035462
10705,8968263
10706,9056851
10707,9037561
10708,9096357
10709,9191258
10710,9375378
10711,9390108
10712,9469559
10713,9483128
10714,9502491
10715,9473346
10716,9408221
10717,9489979
10718,9562360
10719,9493889
10720,9526273
10721,9558703
10722,9599291
10723,9802830
10724,9927043
10725,9849249
10726,9665475
10727,9664685
10728,9818523
10729,9835345
10730,9773559
10731,9682201
10732,9497936
10733,9248520
10734,9012654
10735,8696032
10736,8610197
10737,8388858
10738,8316738
10739,8234895
10740,8128822
10741,7981749
10742,7990835
10743,7908593
10744,7843944
10745,7838378
10746,7776893
10747,7714293
10748,7674191
10749,7704289
10750,7775477
10751,7825407
10752,7785734
10753,7853321
10754,8027618
10755,8060415
10756,8299256
10757,8508634
10758,8880140
10759,9047620
10760,9172730
10761,9404318
10762,9504535
10763,9701642
10764,9830020
10765,9839562
10766,9893154
10767,9934552
10768,10015850
10769,10004260
10770,10038810
10771,10054308
10772,10053713
10773,10048130
10774,9987942
10775,9925232
10776,9911989
10777,9850538
10778,9835678
10779,9833942
10780,9811749
10781,9722478
10782,9458243
10783,9274320
10784,9159427
10785,9136700
10786,9130625
10787,9119023
10788,9115315
10789,9072850
10790,9043762
10791,9008441
10792,9016945
10793,9037527
10794,9079021
10795,9110376
10796,9131090
10797,9151683
10798,9163149
10799,9231581
10800,9199007
10801,9226079
10802,9286017
10803,9367668
10804,9447131
10805,9494258
10806,9430077
10807,9521330
10808,9572251
10809,9582686
10810,9556764
10811,9487777
10812,9555492
10813,9506758
10814,9588232
10815,9508367
10816,9477525
10817,9514518
10818,9710970
10819,9652634
10820,9590842
10821,9439771
10822,9554253
10823,9625371
10824,9576968
10825,9509543
10826,9448606
10827,9274106
10828,9043157
10829,8862159
10830,8622865
10831,8456076
10832,8277180
10833,8168665
10834,8010650
10835,7904088
10836,7762630
10837,7739210
10838,7703848
10839,7646012
10840,7643376
10841,7599851
10842,7606504
10843,7537747
10844,7617205
10845,7617457
10846,7612625
10847,7714935
10848,7758339
10849,7904120
10850,7905726
10851,8117356
10852,8362681
10853,8638437
10854,8789886
10855,9011815
10856,9105702
10857,9198975
10858,9408364
10859,9539544
10860,9549156
10861,9489812
10862,9498060
10863,9560372
10864,9555585
10865,9551300
10866,9522145
10867,9521378
10868,9481725
10869,9355474
10870,9245213
10871,9209027
10872,9115086
10873,9113923
10874,9075082
10875,9056663
10876,9030540
10877,8826259
10878,8673092
10879,8650180
10880,8592205
10881,8615135
10882,8590688
10883,8659492
10884,8746538
10885,8784503
10886,8772348
10887,8690341
10888,8708910
10889,8720627
10890,8707675
10891,8739454
10892,8694833
10893,8654082
10894,8545939
10895,8562514
10896,8599783
10897,8572590
10898,8677197
10899,8724085
10900,8845271
10901,8834724
10902,8856830
10903,8863945
10904,8879628
10905,8871858
10906,8856348
10907,8903999
10908,8914169
10909,9024320
10910,8921703
10911,8961787
10912,9002413
10913,9109594
10914,9258653
10915,9145715
10916,9054349
10917,9076706
10918,9323145
10919,9331581
10920,9245944
10921,9200146
10922,9084489
10923,8868462
10924,8718587
10925,8346077
10926,8249535
10927,8004453
10928,7980418
10929,7862072
10930,7755030
10931,7541296
10932,7439458
10933,7379366
10934,7309127
10935,7244222
10936,7267396
10937,7256516
10938,7217328
10939,7193447
10940,7177343
10941,7219330
10942,7233280
10943,7172311
10944,7180309
10945,7195034
10946,7308099
10947,7303576
10948,7358758
10949,7283118
10950,7220440
10951,7283250
10952,7333008
10953,7376036
10954,7380399
10955,7469260
10956,7521594
10957,7553998
10958,7649085
10959,7655614
10960,7732572
10961,7653729
10962,7669403
10963,7704003
10964,7665944
10965,7541185
10966,7557633
10967,7546738
10968,7556363
10969,7623297
10970,7652231
10971,7697958
10972,7576154
10973,7564035
10974,7546174
10975,7527860
10976,7529181
10977,7497724
10978,7473555
10979,7407080
10980,7401559
10981,7350433
10982,7373332
10983,7379020
10984,7369188
10985,7462878
10986,7540707
10987,7556940
10988,7584945
10989,7615576
10990,7689676
10991,7749089
10992,7892094
10993,7997412
10994,8103004
10995,8214759
10996,8138327
10997,8122200
10998,8134994
10999,8164900
11000,8241826
11001,8281159
11002,8289694
11003,8330446
11004,8322749
11005,8277016
11006,8313823
11007,8334298
11008,8425743
11009,8493434
11010,8487374
11011,8396028
11012,8377820
11013,8416840
11014,8455659
11015,8369714
11016,8427949
11017,8295151
11018,8180768
11019,8087801
11020,7776624
11021,7670287
11022,7544967
11023,7405578
11024,7382304
11025,7282008
11026,7185104
11027,7039347
11028,7034255
11029,6978435
11030,6858758
11031,6876874
11032,6872148
11033,6857592
11034,6766028
11035,6827547
11036,6805824
11037,6795268
11038,6764998
11039,6835004
11040,6836053
11041,6807495
11042,6883894
11043,6896767
11044,6826198
11045,6773770
11046,6850826
11047,6788873
11048,6817424
11049,6845705
11050,6846713
11051,6826659
11052,6880404
11053,6920852
11054,7040720
11055,7067535
11056,7098728
11057,7037788
11058,6992342
11059,6961319
11060,6967351
11061,6950874
11062,6905266
11063,6923129
11064,6958197
11065,6943750
11066,6932646
11067,6956828
11068,6987359
11069,6953278
11070,6882837
11071,6814550
11072,6791266
11073,6711149
11074,6700461
11075,6732795
11076,6706893
11077,6775740
11078,6825211
11079,6907788
11080,6896347
11081,6939552
11082,6942170
11083,6935295
11084,6969002
11085,7007410
11086,7073492
11087,7124127
11088,7225114
11089,7364168
11090,7502032
11091,7526415
11092,7604248
11093,7715870
11094,7804908
11095,7896033
11096,7978060
11097,8064258
11098,8096283
11099,8204199
11100,8248222
11101,8284352
11102,8275241
11103,8435235
11104,8644264
11105,8549339
11106,8471298
11107,8459446
11108,8518182
11109,8503592
11110,8392950
11111,8361281
11112,8145481
11113,7965257
11114,7846510
11115,7615106
11116,7526754
11117,7404726
11118,7371805
11119,7263692
11120,7175692
11121,7106113
11122,7014068
11123,6995415
11124,6958363
11125,6887973
11126,6896964
11127,6903356
11128,6862588
11129,6905169
11130,6952625
11131,7016266
11132,7105179
11133,7219692
11134,7377855
11135,7585935
11136,7797139
11137,7984034
11138,8353689
11139,8475677
11140,8698882
11141,8857887
11142,9032087
11143,9165913
11144,9248614
11145,9325347
11146,9426021
11147,9457676
11148,9486441
11149,9437138
11150,9444516
11151,9407704
11152,9393114
11153,9331102
11154,9205658
11155,9106137
11156,9095462
11157,9034077
11158,9013812
11159,9059275
11160,9125236
11161,9147806
11162,9073502
11163,8986053
11164,8993990
11165,8973375
11166,9032240
11167,9078024
11168,9168083
11169,9144493
11170,9134692
11171,9197655
11172,9291080
11173,9293101
11174,9371614
11175,9370622
11176,9393770
11177,9401064
11178,9397350
11179,9433690
11180,9433117
11181,9488279
11182,9488244
11183,9570025
11184,9721558
11185,9831730
11186,9802747
11187,9776394
11188,9733297
11189,9737876
11190,9686715
11191,9611180
11192,9606956
11193,9549506
11194,9572620
11195,9456544
11196,9457749
11197,9396279
11198,9474276
11199,9549507
11200,9479138
11201,9329574
11202,9461378
11203,9605244
11204,9494493
11205,9415266
11206,9356619
11207,9194482
11208,9023260
11209,8852252
11210,8477510
11211,8367963
11212,8283824
11213,8151545
11214,8122065
11215,7934487
11216,7840575
11217,7771130
11218,7722723
11219,7694837
11220,7630938
11221,7647451
11222,7635842
11223,7653508
11224,7591939
11225,7660178
11226,7659429
11227,7656635
11228,7739681
11229,7900770
11230,8034849
11231,8129745
11232,8319866
11233,8606529
11234,8785592
11235,8932936
11236,9112036
11237,9315408
11238,9531595
11239,9643654
11240,9723244
11241,9843062
11242,9854783
11243,9993744
11244,10055477
11245,10120704
11246,10072492
11247,10129926
11248,10111817
11249,10093804
11250,10026175
11251,10029285
11252,10006772
11253,10020475
11254,10066973
11255,10144488
11256,10081106
11257,9900346
11258,9773373
11259,9774401
11260,9775427
11261,9771193
11262,9743825
11263,9755229
11264,9714992
11265,9686796
11266,9675915
11267,9678888
11268,9632839
11269,9570422
11270,9518275
11271,9545643
11272,9528220
11273,9521271
11274,9473454
11275,9461540
11276,9502780
11277,9553113
11278,9626202
11279,9667034
11280,9703449
11281,9707552
11282,9687416
11283,9673061
11284,9612685
11285,9576119
11286,9547504
11287,9469029
11288,9433333
11289,9503394
11290,9424683
11291,9410427
11292,9405926
11293,9542020
11294,9689944
11295,9627540
11296,9464377
11297,9565548
11298,9725865
11299,9686952
11300,9578393
11301,9548447
11302,9366885
11303,9113373
11304,8945234
11305,8655768
11306,8456061
11307,8410258
11308,8309302
11309,8179795
11310,8054629
11311,7946525
11312,7945339
11313,7780264
11314,7814939
11315,7825837
11316,7800562
11317,7716037
11318,7733569
11319,7777479
11320,7772938
11321,7798836
11322,7855458
11323,7991373
11324,8109686
11325,8194681
11326,8390441
11327,8552528
11328,8809077
11329,8970089
11330,9143115
11331,9403091
11332,9566916
11333,9661822
11334,9811639
11335,9860439
11336,9929260
11337,9961307
11338,10055209
11339,10059977
11340,10115654
11341,10088352
11342,10089272
11343,10067529
11344,10034532
11345,9985920
11346,9967345
11347,9907813
11348,9874191
11349,9798026
11350,9835708
11351,9774443
11352,9479291
11353,9310639
11354,9226794
11355,9126165
11356,9093281
11357,9056776
11358,9011251
11359,8888997
11360,8859078
11361,8868078
11362,8870866
11363,8842655
11364,8826548
11365,8775600
11366,8719020
11367,8708144
11368,8709939
11369,8669330
11370,8704393
11371,8748895
11372,8830677
11373,8881652
11374,8986437
11375,8961428
11376,9012968
11377,9060563
11378,9096693
11379,9187978
11380,9185965
11381,9142120
11382,9166818
11383,9198718
11384,9213692
11385,9170801
11386,9191832
11387,9225257
11388,9270651
11389,9471639
11390,9506541
11391,9365103
11392,9474090
11393,9534642
11394,9579404
11395,9481744
11396,9483585
11397,9214248
11398,9040247
11399,8887983
11400,8432395
11401,8278320
11402,8160681
11403,8103680
11404,7914751
11405,7763887
11406,7725981
11407,7642911
11408,7539550
11409,7490359
11410,7438898
11411,7485330
11412,7387614
11413,7383084
11414,7325331
11415,7288265
11416,7273274
11417,7271082
11418,7212365
11419,7251150
11420,7251948
11421,7274691
11422,7225234
11423,7149691
11424,7130602
11425,7153350
11426,7091345
11427,7028716
11428,7013276
11429,7025812
11430,7003225
11431,7060226
11432,7031972
11433,7105763
11434,7164218
11435,7149871
11436,7138607
11437,7051349
11438,7070137
11439,7014648
11440,6983933
11441,7057189
11442,7025181
11443,6968414
11444,6972611
11445,7029210
11446,7072925
11447,7049676
11448,6984357
11449,6935485
11450,6970003
11451,6901248
11452,6905981
11453,6898022
11454,6921161
11455,6882014
11456,6877138
11457,6901367
11458,6984303
11459,6996673
11460,7002475
11461,6976240
11462,7009382
11463,7106452
11464,7091626
11465,7116402
11466,7213058
11467,7343061
11468,7439019
11469,7652325
11470,7804365
11471,7952646
11472,7957602
11473,8078928
11474,8188319
11475,8215735
11476,8092219
11477,8121697
11478,8142382
11479,8165475
11480,8105501
11481,8132218
11482,8219440
11483,8312829
11484,8451386
11485,8517826
11486,8469393
11487,8588656
11488,8649311
11489,8682156
11490,8600446
11491,8592534
11492,8424485
11493,8282991
11494,8091118
11495,7746925
11496,7613574
11497,7535533
11498,7453294
11499,7371828
11500,7182420
11501,7125227
11502,7076242
11503,7050268
11504,6968932
11505,6966629
11506,6943742
11507,6966995
11508,6879457
11509,6901323
11510,6917120
11511,6963803
11512,6958573
11513,6994504
11514,7094810
11515,7160122
11516,7195878
11517,7270370
11518,7399726
11519,7444461
11520,7608441
11521,7672770
11522,7749613
11523,7881778
11524,8000929
11525,8061078
11526,8146169
11527,8241847
11528,8364737
11529,8422287
11530,8516685
11531,8552378
11532,8577522
11533,8614453
11534,8603859
11535,8583181
11536,8553262
11537,8504021
11538,8435776
11539,8427763
11540,8461418
11541,8510551
11542,8520754
11543,8487385
11544,8461541
11545,8460407
11546,8438765
11547,8401721
11548,8386515
11549,8380648
11550,8355357
11551,8317468
11552,8292930
11553,8233928
11554,8221607
11555,8200282
11556,8189792
11557,8200198
11558,8238009
11559,8258426
11560,8294291
11561,8298520
11562,8356419
11563,8399950
11564,8449830
11565,8519807
11566,8542330
11567,8513018
11568,8503389
11569,8490736
11570,8420262
11571,8340598
11572,8303427
11573,8283953
11574,8382286
11575,8351664
11576,8306192
11577,8307429
11578,8286773
11579,8439780
11580,8454924
11581,8403015
11582,8526496
11583,8742165
11584,8767541
11585,8692300
11586,8757466
11587,8693127
11588,8470526
11589,8365432
11590,7967017
11591,7794210
11592,7742597
11593,7589454
11594,7467762
11595,7330268
11596,7234877
11597,7236048
11598,7135452
11599,7080633
11600,7041005
11601,7017244
11602,6909022
11603,6924151
11604,6904207
11605,6938256
11606,6932483
11607,6976696
11608,6985531
11609,7040223
11610,7024572
11611,7062528
11612,7123241
11613,7075361
11614,7033864
11615,7091176
11616,7146831
11617,7147260
11618,7267187
11619,7269317
11620,7271896
11621,7303362
11622,7334952
11623,7396743
11624,7364705
11625,7361636
11626,7359915
11627,7417352
11628,7414544
11629,7420317
11630,7293008
11631,7281573
11632,7279550
11633,7165573
11634,7114621
11635,7225925
11636,7263419
11637,7233637
11638,7115057
11639,7073784
11640,7073161
11641,7016662
11642,7020934
11643,6978278
11644,7075825
11645,7048989
11646,7056870
11647,7026396
11648,6960223
11649,7018438
11650,6997868
11651,7028126
11652,6968864
11653,7052461
11654,7086488
11655,7088822
11656,7141328
11657,7199800
11658,7324985
11659,7422150
11660,7615797
11661,7613504
11662,7686200
11663,7717910
11664,7889704
11665,7922226
11666,7895589
11667,7995431
11668,8060003
11669,8097935
11670,8035852
11671,8092434
11672,8127715
11673,8091864
11674,8347836
11675,8460751
11676,8406602
11677,8381895
11678,8421778
11679,8475585
11680,8508493
11681,8441553
11682,8387016
11683,8229608
11684,8073058
11685,7810891
11686,7693572
11687,7563172
11688,7477673
11689,7358032
11690,7237803
11691,7178803
11692,7110879
11693,7108853
11694,7040294
11695,7083685
11696,7107734
11697,7064247
11698,6979719
11699,6954414
11700,7030173
11701,7012640
11702,7013571
11703,7025798
11704,7034364
11705,7095666
11706,7114729
11707,7145042
11708,6993472
11709,7038418
11710,7051978
11711,7037744
11712,6919921
11713,6936678
11714,6915494
11715,6847019
11716,6872688
11717,6826980
11718,6882380
11719,6843681
11720,6885713
11721,6819794
11722,6832689
11723,6845862
11724,6847137
11725,6768067
11726,6772222
11727,6699359
11728,6707790
11729,6733520
11730,6831012
11731,6891517
11732,6911700
11733,6717781
11734,6659871
11735,6553032
11736,6453555
11737,6330194
11738,6346779
11739,6290736
11740,6129685
11741,6136559
11742,6008533
11743,6111364
11744,6158491
11745,6133351
11746,6171313
11747,6287538
11748,6455993
11749,6499571
11750,6580173
11751,6616574
11752,6734762
11753,6928013
11754,7092854
11755,7263150
11756,7387244
11757,7479472
11758,7630208
11759,7754763
11760,7874201
11761,7965382
11762,8048746
11763,8026519
11764,8182424
11765,8217378
11766,8296837
11767,8282030
11768,8326037
11769,8588529
11770,8701049
11771,8708245
11772,8633672
11773,8596912
11774,8563423
11775,8514246
11776,8554712
11777,8298284
11778,8170426
11779,8009796
11780,7578635
11781,7557996
11782,7515582
11783,7374534
11784,7343933
11785,7183416
11786,7041089
11787,6972852
11788,6969848
11789,6942105
11790,6920710
11791,6910062
11792,6936080
11793,6912779
11794,6835040
11795,6987980
11796,7012168
11797,7090811
11798,7227623
11799,7375084
11800,7471623
11801,7740618
11802,7864304
11803,8150500
11804,8252827
11805,8482913
11806,8686267
11807,8814944
11808,8980612
11809,9196308
11810,9122597
11811,9024621
11812,8978062
11813,9001572
11814,9010100
11815,8971949
11816,9043763
11817,8950150
11818,8890305
11819,8728262
11820,8708865
11821,8571119
11822,8452786
11823,8356029
11824,8351718
11825,8370462
11826,8359783
11827,8195221
11828,8038784
11829,8040302
11830,7890356
11831,7900939
11832,7868614
11833,7843571
11834,7830689
11835,7845996
11836,7840304
11837,7835616
11838,7832801
11839,7867220
11840,7804915
11841,7968783
11842,8037541
11843,8051434
11844,8186002
11845,8267797
11846,8256928
11847,8438334
11848,8567143
11849,8799569
11850,8911812
11851,8941286
11852,8994390
11853,8993350
11854,9105073
11855,9210018
11856,9137322
11857,9075658
11858,9087753
11859,9052602
11860,9073437
11861,9031449
11862,8992869
11863,9012750
11864,9078265
11865,9137605
11866,9022346
11867,9154502
11868,9192826
11869,9279052
11870,9109077
11871,9026645
11872,8942878
11873,8692107
11874,8563086
11875,8126265
11876,7914893
11877,7804157
11878,7720912
11879,7539711
11880,7492347
11881,7379031
11882,7348036
11883,7279281
11884,7336211
11885,7333206
11886,7221223
11887,7297807
11888,7293560
11889,7279348
11890,7373575
11891,7320248
11892,7294003
11893,7348278
11894,7540145
11895,7644518
11896,7794856
11897,7880047
11898,8141507
11899,8323902
11900,8620067
11901,8776963
11902,8887210
11903,9191753
11904,9343118
11905,9436880
11906,9400541
11907,9425168
11908,9506660
11909,9643731
11910,9649947
11911,9686408
11912,9730438
11913,9677243
11914,9691540
11915,9659438
11916,9653896
11917,9791683
11918,9690299
11919,9770254
11920,9700895
11921,9624012
11922,9347624
11923,9099761
11924,8899208
11925,8838272
11926,8792382
11927,8816409
11928,8745973
11929,8636088
11930,8568982
11931,8612423
11932,8668613
11933,8604609
11934,8731166
11935,8815974
11936,8897123
11937,8991350
11938,9049205
11939,9116179
11940,9292561
11941,9343868
11942,9312070
11943,9469545
11944,9547423
11945,9729478
11946,9764642
11947,9753096
11948,9802915
11949,9731807
11950,9807391
11951,9653474
11952,9649599
11953,9634388
11954,9599161
11955,9405588
11956,9382653
11957,9386402
11958,9373274
11959,9528017
11960,9360836
11961,9315215
11962,9410960
11963,9617935
11964,9563055
11965,9470283
11966,9382021
11967,9209081
11968,9114490
11969,8802890
11970,8442064
11971,8152026
11972,7943960
11973,7982072
11974,7971878
11975,7755991
11976,7769133
11977,7605357
11978,7469846
11979,7438231
11980,7505571
11981,7465382
11982,7516526
11983,7377045
11984,7383656
11985,7474712
11986,7506447
11987,7455067
11988,7580332
11989,7718769
11990,7915834
11991,8047150
11992,8143593
11993,8428576
11994,8522785
11995,8802414
11996,8875257
11997,9056052
11998,9179322
11999,9384500
12000,9468464
12001,9422609
12002,9417380
12003,9519113
12004,9429287
12005,9507063
12006,9564619
12007,9582426
12008,9596687
12009,9535085
12010,9563364
12011,9572139
12012,9656941
12013,9724569
12014,9635243
12015,9570924
12016,9432398
12017,9294288
12018,9123043
12019,9243291
12020,9212710
12021,9180543
12022,9204984
12023,9238634
12024,9157099
12025,9091474
12026,8798127
12027,8835842
12028,8798764
12029,8736107
12030,8606519
12031,8653614
12032,8697496
12033,8731873
12034,8638698
12035,8653550
12036,8666138
12037,8748328
12038,8778810
12039,8882547
12040,8972214
12041,9034182
12042,9064124
12043,9102442
12044,9087782
12045,9124922
12046,9105809
12047,9136174
12048,9067560
12049,9106818
12050,9072605
12051,9184803
12052,9178006
12053,9116497
12054,9064077
12055,9238672
12056,9268239
12057,9348855
12058,9504132
12059,9423500
12060,9339281
12061,9282674
12062,9178698
12063,8989567
12064,8782660
12065,8350144
12066,8214112
12067,8018001
12068,7965134
12069,7847793
12070,7757059
12071,7597358
12072,7516526
12073,7444723
12074,7430512
12075,7400756
12076,7392829
12077,7376015
12078,7348067
12079,7380272
12080,7452041
12081,7496490
12082,7531101
12083,7555279
12084,7664250
12085,7800638
12086,7982068
12087,8140100
12088,8332827
12089,8509263
12090,8741518
12091,8958320
12092,9126008
12093,9425952
12094,9445918
12095,9400796
12096,9496113
12097,9497118
12098,9616091
12099,9634282
12100,9740833
12101,9700398
12102,9795756
12103,9743503
12104,9763955
12105,9759845
12106,9864259
12107,9855316
12108,9851022
12109,9937718
12110,9939447
