,Unnamed: 0,Unnamed: 0.1,361机务完成,365加油完成 缺失较多,368开客舱,369上轮档,370登机结束,378 配餐开始 8个,379清洁开始,380撤梯桥,637关客舱,641 靠梯桥,644 清洁完成,645开货仓,655 配餐完成,660 机务完成,662登机开始,668关货仓 ,669 撤轮档,date,flight,缺失个数,begin,count
14245,14245,14245,-1,-1,-1,296,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ336,22,0,1
14246,14246,14246,-1,-1,-1,655,-1,-1,-1,-1,-1,-1,161,-1,-1,140,-1,-1,-1,2017/8/11,CZ6178,20,0,1
14249,14249,14249,-1,-1,-1,482,-1,-1,-1,-1,-1,0,119,-1,-1,119,-1,-1,-1,2017/8/11,CZ6783,20,0,1
14256,14256,14256,-1,-1,-1,111,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,9C8544,18,0,1
14258,14258,14258,-1,-1,-1,228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3850,22,0,1
14259,14259,14259,-1,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,HU7244,17,0,1
14263,14263,14263,-1,-1,-1,210,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3830,22,0,1
14264,14264,14264,-1,-1,-1,670,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,MU5775,17,0,1
14267,14267,14267,-1,-1,0,344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3068,22,0,1
14269,14269,14269,-1,-1,-1,621,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ6735,21,0,1
14270,14270,14270,-1,-1,-1,514,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,2017/8/11,HU6051,17,0,1
14272,14272,14272,-1,-1,1,495,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,HU7051,17,0,1
14281,14281,14281,-1,-1,0,110,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2017/8/11,AQ1106,19,0,1
14283,14283,14283,-1,-1,1,498,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CA4355,17,0,1
14293,14293,14293,-1,-1,0,371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ6060,21,0,1
14295,14295,14295,-1,-1,-1,307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3818,23,0,1
14298,14298,14298,-1,-1,-1,157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3900,23,0,1
14302,14302,14302,175,120,-1,555,-1,-1,-1,-1,-1,0,142,-1,-1,147,-1,-1,-1,2017/8/11,CZ3295,18,0,1
14303,14303,14303,-1,-1,-1,192,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3510,22,0,1
14305,14305,14305,-1,-1,-1,611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3776,22,0,1
14310,14310,14310,149,121,-1,539,-1,-1,-1,-1,-1,-1,156,-1,-1,131,-1,-1,-1,2017/8/11,CZ3891,18,0,1
14311,14311,14311,-1,-1,-1,398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,YTMZT622,22,0,1
14321,14321,14321,-1,-1,0,349,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ354,21,0,1
14322,14322,14322,-1,-1,0,309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ390,21,0,1
14327,14327,14327,-1,-1,-1,447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ386,22,0,1
14330,14330,14330,-1,-1,-1,618,-1,-1,-1,-1,-1,-1,197,-1,-1,197,-1,-1,-1,2017/8/11,CZ6777,20,0,1
14332,14332,14332,-1,-1,0,604,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/11,9C8931,17,0,1
14334,14334,14334,-1,-1,1,194,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2017/8/11,HU7982,18,0,1
14336,14336,14336,-1,-1,1,85,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2017/8/11,HO1077,19,0,1
14338,14338,14338,-1,-1,-1,574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3930,22,0,1
14342,14342,14342,-1,-1,-1,442,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3084,23,0,1
14343,14343,14343,-1,-1,-1,462,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3028,23,0,1
14347,14347,14347,-1,-1,-1,203,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3402,21,0,1
14349,14349,14349,-1,-1,-1,357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3334,22,0,1
14352,14352,14352,-1,-1,-1,701,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3922,23,0,1
14353,14353,14353,-1,-1,0,588,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,EU2235,17,0,1
14357,14357,14357,119,114,-1,564,-1,-1,163,-1,-1,0,157,-1,151,109,-1,-1,-1,2017/8/11,CZ3368,16,0,1
14358,14358,14358,-1,-1,-1,324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ328,22,0,1
14359,14359,14359,-1,-1,3,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,PN6381,18,0,1
14360,14360,14360,-1,-1,0,714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3724,22,0,1
14361,14361,14361,-1,-1,-1,582,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,2017/8/11,MU7197,18,0,1
14364,14364,14364,-1,-1,0,673,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ372,22,0,1
14365,14365,14365,-1,-1,-1,584,-1,-1,-1,-1,-1,-1,141,-1,-1,139,-1,-1,-1,2017/8/11,CZ332,20,0,1
14368,14368,14368,-1,-1,-1,303,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/8/11,MU5225,17,0,1
14369,14369,14369,-1,-1,-1,280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3098,22,0,1
14374,14374,14374,-1,-1,1,188,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,-1,-1,2017/8/11,GA898,17,0,1
14377,14377,14377,-1,-1,-1,182,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3410,22,0,1
14378,14378,14378,-1,-1,-1,757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3488,23,0,1
14381,14381,14381,-1,-1,-1,388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,YTB9630,22,0,1
14382,14382,14382,-1,-1,0,733,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ368,22,0,1
14384,14384,14384,-1,-1,-1,379,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3534,22,0,1
14387,14387,14387,-1,-1,4,225,-1,-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1,2017/8/11,MU2476,17,0,1
14398,14398,14398,-1,-1,-1,634,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/8/11,MU5251,18,0,1
14399,14399,14399,-1,-1,-1,395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ344,22,0,1
14400,14400,14400,-1,-1,-1,659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ6785,22,0,1
14403,14403,14403,-1,-1,0,709,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/8/11,HU7332,18,0,1
14405,14405,14405,-1,-1,0,694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3040,21,0,1
14406,14406,14406,-1,-1,7,138,-1,-1,-1,-1,-1,8,-1,6,-1,-1,-1,-1,-1,2017/8/11,HU7201,17,0,1
14408,14408,14408,-1,-1,-1,692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ656,23,0,1
14409,14409,14409,-1,-1,-1,246,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3520,23,0,1
14410,14410,14410,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3600,21,0,1
14412,14412,14412,-1,-1,-1,271,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ8514,21,0,1
14414,14414,14414,-1,-1,-1,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3136,23,0,1
14415,14415,14415,-1,-1,-1,270,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,PR382,18,0,1
14416,14416,14416,-1,-1,-1,548,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,MU2542,18,0,1
14417,14417,14417,-1,-1,-1,320,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ382,23,0,1
14418,14418,14418,-1,-1,3,456,-1,-1,-1,-1,-1,6,-1,2,-1,-1,-1,-1,-1,2017/8/11,CA4303,17,0,1
14421,14421,14421,-1,-1,6,84,-1,-1,-1,-1,-1,6,-1,6,-1,-1,-1,-1,-1,2017/8/11,HU7011,18,0,1
14426,14426,14426,-1,-1,-1,672,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3885,21,0,1
14430,14430,14430,-1,-1,-1,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3648,23,0,1
14431,14431,14431,-1,-1,0,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ358,21,0,1
14434,14434,14434,-1,-1,-1,580,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/8/11,MU5301,18,0,1
14435,14435,14435,-1,-1,-1,422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ392,22,0,1
14439,14439,14439,-1,-1,-1,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3328,21,0,1
14447,14447,14447,-1,-1,-1,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,KN5897,17,0,1
14452,14452,14452,-1,-1,-1,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,MU2622,17,0,1
14454,14454,14454,-1,-1,35,125,-1,-1,-1,-1,-1,39,-1,37,-1,-1,-1,-1,-1,2017/8/11,CA1321,17,0,1
14460,14460,14460,-1,-1,0,119,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2017/8/11,9C8530,18,0,1
14462,14462,14462,-1,-1,8,222,-1,-1,-1,-1,-1,7,-1,9,-1,-1,-1,-1,-1,2017/8/11,CA4307,17,0,1
14464,14464,14464,-1,-1,0,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CA4335,17,0,1
14468,14468,14468,-1,-1,-1,574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ3816,23,0,1
14471,14471,14471,-1,-1,-1,260,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CA8231,17,0,1
14474,14474,14474,-1,-1,0,400,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/11,HU7154,17,0,1
14476,14476,14476,-1,-1,-1,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ8739,23,0,1
14477,14477,14477,-1,-1,0,422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/11,CZ366,22,0,1
14479,14479,14479,-1,-1,0,198,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,SL8522,20,0,1
14480,14480,14480,-1,-1,1,326,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/8/4,AQ1036,18,0,1
14486,14486,14486,-1,-1,0,558,-1,-1,-1,-1,-1,38,-1,0,-1,-1,-1,-1,-1,2017/8/4,9C8835,18,0,1
14487,14487,14487,-1,-1,0,729,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/8/4,MU2947,17,0,1
14489,14489,14489,-1,-1,0,750,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,AQ1104,18,0,1
14491,14491,14491,-1,-1,0,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ6749,22,0,1
14496,14496,14496,-1,-1,0,592,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/8/4,CA4319,17,0,1
14498,14498,14498,-1,-1,0,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ8316,21,0,1
14501,14501,14501,-1,-1,-1,508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3330,21,0,1
14502,14502,14502,-1,-1,0,397,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CA1729,18,0,1
14505,14505,14505,-1,-1,-1,343,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3438,22,0,1
14507,14507,14507,-1,-1,0,236,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,MS958,17,0,1
14512,14512,14512,-1,-1,-1,143,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3250,22,0,1
14516,14516,14516,-1,-1,1,608,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/4,FM9313,17,0,1
14529,14529,14529,-1,-1,-1,396,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3518,21,0,1
14530,14530,14530,-1,-1,-1,111,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3490,21,0,1
14531,14531,14531,-1,-1,0,387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ6090,22,0,1
14532,14532,14532,-1,-1,-1,743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3812,22,0,1
14535,14535,14535,-1,-1,0,142,-1,-1,-1,-1,-1,4,-1,0,-1,-1,-1,-1,-1,2017/8/4,HU7214,17,0,1
14542,14542,14542,-1,-1,0,362,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ6068,22,0,1
14547,14547,14547,-1,-1,0,378,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3484,22,0,1
14549,14549,14549,-1,-1,-1,663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3586,23,0,1
14553,14553,14553,-1,-1,135,292,-1,-1,-1,-1,-1,136,-1,136,-1,-1,-1,-1,-1,2017/8/4,BK2788,18,0,1
14554,14554,14554,-1,-1,0,457,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ374,21,0,1
14556,14556,14556,-1,-1,0,630,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/8/4,CA4305,17,0,1
14557,14557,14557,-1,-1,-1,112,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3202,22,0,1
14561,14561,14561,96,96,-1,491,-1,-1,-1,-1,-1,6,94,-1,-1,104,-1,-1,-1,2017/8/4,CZ3244,17,0,1
14569,14569,14569,-1,-1,-1,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ8520,22,0,1
14575,14575,14575,-1,-1,-1,657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3874,23,0,1
14586,14586,14586,-1,-1,-1,559,-1,-1,-1,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,2017/8/4,CZ6461,21,0,1
14595,14595,14595,-1,-1,-1,419,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3512,22,0,1
14605,14605,14605,-1,-1,-1,400,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ322,22,0,1
14609,14609,14609,-1,-1,-1,409,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3162,22,0,1
14610,14610,14610,-1,-1,0,498,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CA4593,17,0,1
14614,14614,14614,-1,-1,0,310,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ6048,21,0,1
14618,14618,14618,-1,-1,-1,590,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3324,21,0,1
14619,14619,14619,-1,-1,-1,551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3408,22,0,1
14620,14620,14620,-1,-1,0,675,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CA1351,17,0,1
14621,14621,14621,-1,-1,11,674,-1,-1,-1,-1,-1,10,-1,10,-1,-1,-1,-1,-1,2017/8/4,HU7837,18,0,1
14623,14623,14623,-1,-1,-1,133,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3258,21,0,1
14625,14625,14625,-1,-1,-1,126,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3478,22,0,1
14628,14628,14628,-1,-1,-1,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3430,22,0,1
14631,14631,14631,-1,-1,-1,615,-1,-1,-1,-1,-1,-1,144,-1,-1,105,-1,-1,-1,2017/8/4,CZ3387,20,0,1
14633,14633,14633,-1,-1,2,235,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/8/4,QR874,17,0,1
14635,14635,14635,-1,-1,1,480,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2017/8/4,JT2741,18,0,1
14639,14639,14639,-1,-1,-1,612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,MU5731,17,0,1
14644,14644,14644,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3780,22,0,1
14648,14648,14648,-1,-1,0,110,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/8/4,9C8929,18,0,1
14651,14651,14651,-1,-1,-1,712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ352,23,0,1
14652,14652,14652,-1,-1,-1,296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ6199,23,0,1
14656,14656,14656,-1,-1,0,396,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/8/4,MU2917,17,0,1
14663,14663,14663,-1,-1,-1,416,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ308,23,0,1
14670,14670,14670,-1,-1,-1,613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3880,22,0,1
14671,14671,14671,-1,-1,-1,153,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3050,22,0,1
14672,14672,14672,-1,-1,-1,266,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3804,23,0,1
14675,14675,14675,-1,-1,0,116,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,UL884,20,0,1
14678,14678,14678,-1,-1,0,572,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/8/4,MU5771,17,0,1
14680,14680,14680,-1,-1,-1,695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3230,23,0,1
14681,14681,14681,-1,-1,-1,401,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ306,23,0,1
14684,14684,14684,-1,-1,0,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ350,21,0,1
14685,14685,14685,-1,-1,-1,448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3326,21,0,1
14686,14686,14686,-1,-1,-1,157,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3958,21,0,1
14691,14691,14691,-1,-1,10,348,-1,-1,-1,-1,-1,10,-1,9,-1,-1,-1,-1,-1,2017/8/4,CA1721,17,0,1
14694,14694,14694,-1,-1,-1,475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ8490,23,0,1
14697,14697,14697,-1,-1,-1,123,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3636,22,0,1
14700,14700,14700,-1,-1,-1,632,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/4,MU2303,17,0,1
14704,14704,14704,-1,-1,0,603,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/8/4,8L9975,17,0,1
14705,14705,14705,-1,-1,-1,624,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3450,22,0,1
14706,14706,14706,-1,-1,-1,729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3340,22,0,1
14711,14711,14711,-1,-1,-1,322,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ336,22,0,1
14712,14712,14712,-1,-1,-1,636,-1,-1,-1,-1,-1,-1,132,-1,-1,127,-1,-1,-1,2017/8/4,CZ6178,20,0,1
14714,14714,14714,-1,-1,6,166,-1,-1,-1,-1,-1,6,-1,4,-1,-1,-1,-1,-1,2017/8/4,CA4317,17,0,1
14715,14715,14715,-1,-1,-1,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3482,22,0,1
14719,14719,14719,-1,-1,-1,753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/4,CZ3400,23,0,1
